1,7273743,8e5aef5a-7c89-11ed-a256-cb1082eb2227,25,2,2,12/15/2022-15:02:55
2,5276735,5d7b621a-7c8a-11ed-a256-cb1082eb2227,24,2,2,12/15/2022-15:08:43
3,4515189,1e1a36e4-7c8c-11ed-a256-cb1082eb2227,25,2,2,12/15/2022-15:21:16
4,4515189,2b5c8442-7c8c-11ed-a256-cb1082eb2227,38,2,1,12/15/2022-15:21:38
5,2061183,8f9e1d8a-7c8c-11ed-a256-cb1082eb2227,28,2,2,12/15/2022-15:24:26
6,2061183,abaecccc-7c8c-11ed-a256-cb1082eb2227,25,2,2,12/15/2022-15:25:13
7,2061183,fe68d9b2-7c8c-11ed-a256-cb1082eb2227,33,2,2,12/15/2022-15:27:32
8,2061183,381d9da0-7c8d-11ed-a256-cb1082eb2227,25,2,2,12/15/2022-15:29:09
9,1226773,230786b4-7c8e-11ed-a256-cb1082eb2227,33,2,2,12/15/2022-15:35:43
10,1226773,9abc5c52-7c8e-11ed-a256-cb1082eb2227,27,1,2,12/15/2022-15:39:04
11,1226773,417b405c-7c90-11ed-a256-cb1082eb2227,27,2,2,12/15/2022-15:50:53
12,1226773,fbd17b12-7c93-11ed-a256-cb1082eb2227,47,1,2,12/15/2022-16:17:34
13,775986,e8854d0c-7c95-11ed-a256-cb1082eb2227,18,2,1,12/15/2022-16:31:21
14,775986,8ece12d8-7c97-11ed-a256-cb1082eb2227,30,2,2,12/15/2022-16:43:09
15,775986,15fd3a62-7c9e-11ed-a256-cb1082eb2227,25,3,1,12/15/2022-17:29:53
16,3113894,8025f4e2-7ca3-11ed-a256-cb1082eb2227,25,1,2,12/15/2022-18:08:38
17,2306457,2326af44-7cac-11ed-a256-cb1082eb2227,24,2,1,12/15/2022-19:10:28
18,2306457,89f3cd6c-7caf-11ed-a256-cb1082eb2227,41,1,2,12/15/2022-19:34:49
19,8588856,b9942dd8-7cb3-11ed-a256-cb1082eb2227,29,1,2,12/15/2022-20:04:47
20,2306457,f358597c-7cb3-11ed-a256-cb1082eb2227,38,2,1,12/15/2022-20:06:24
21,8588856,4a3c6e54-7cb4-11ed-a256-cb1082eb2227,32,1,2,12/15/2022-20:08:49
22,8588856,8e1faca8-7cb4-11ed-a256-cb1082eb2227,28,2,2,12/15/2022-20:10:43
23,6367617,b3c216f6-7cc0-11ed-a256-cb1082eb2227,27,1,2,12/15/2022-21:37:40
24,4451271,5194461a-7cc6-11ed-a256-cb1082eb2227,34,1,2,12/15/2022-22:17:53
